0 0.0
72057594037927935 0.76
144115188075855870 0.64
216172782113783805 0.66
288230376151711740 0.65
360287970189639675 0.65
432345564227567610 0.65
504403158265495545 0.68
576460752303423480 0.66
648518346341351415 0.65
720575940379279350 0.65
792633534417207285 0.6
864691128455135220 0.66
936748722493063155 0.66
1008806316530991090 0.67
1080863910568919025 0.67
1152921504606846960 0.6
1224979098644774895 0.66
1297036692682702830 0.66
1369094286720630765 0.66
1441151880758558700 0.66
1513209474796486635 0.65
1585267068834414570 0.69
1657324662872342505 0.67
1729382256910270440 0.66
1801439850948198375 0.66
1873497444986126310 0.67
1945555039024054245 0.66
2017612633061982180 0.66
2089670227099910115 0.66
2161727821137838050 0.67
2233785415175765985 0.66
2305843009213693920 0.67
2377900603251621855 0.66
2449958197289549790 0.66
2522015791327477725 0.66
2594073385365405660 0.66
2666130979403333595 0.69
2738188573441261530 0.66
2810246167479189465 0.66
2882303761517117400 0.67
2954361355555045335 0.65
3026418949592973270 0.66
3098476543630901205 0.69
3170534137668829140 0.69
3242591731706757075 0.66
3314649325744685010 0.66
3386706919782612945 0.67
3458764513820540880 0.67
3530822107858468815 0.66
3602879701896396750 0.66
3674937295934324685 0.66
3746994889972252620 0.69
3819052484010180555 0.67
3891110078048108490 0.66
3963167672086036425 0.66
4035225266123964360 0.67
4107282860161892295 0.66
4179340454199820230 0.66
4251398048237748165 0.67
4323455642275676100 0.68
4395513236313604035 0.66
4467570830351531970 0.68
4539628424389459905 0.67
4611686018427387840 0.67
4683743612465315775 0.67
4755801206503243710 0.66
4827858800541171645 0.7
4899916394579099580 0.66
4971973988617027515 0.67
5044031582654955450 0.66
5116089176692883385 0.75
5188146770730811320 0.73
5260204364768739255 0.7
5332261958806667190 0.71
5404319552844595125 0.77
5476377146882523060 0.71
5548434740920450995 0.67
5620492334958378930 1.3
5692549928996306865 0.67
5764607523034234800 0.69
5836665117072162735 0.66
5908722711110090670 0.66
5980780305148018605 0.67
6052837899185946540 0.67
6124895493223874475 0.67
6196953087261802410 0.67
6269010681299730345 0.67
6341068275337658280 0.78
6413125869375586215 0.68
6485183463413514150 0.7
6557241057451442085 0.67
6629298651489370020 0.75
6701356245527297955 0.66
6773413839565225890 0.67
6845471433603153825 0.71
6917529027641081760 0.8
6989586621679009695 0.66
7061644215716937630 0.7
7133701809754865565 0.67
7205759403792793500 0.69
7277816997830721435 0.68
7349874591868649370 0.68
7421932185906577305 0.73
7493989779944505240 0.68
7566047373982433175 0.66
7638104968020361110 0.68
7710162562058289045 0.72
7782220156096216980 0.67
7854277750134144915 0.77
7926335344172072850 4.19
7998392938210000785 0.7
8070450532247928720 0.68
8142508126285856655 0.66
8214565720323784590 0.66
8286623314361712525 0.66
8358680908399640460 0.67
8430738502437568395 0.67
8502796096475496330 0.73
8574853690513424265 0.68
8646911284551352200 0.67
8718968878589280135 0.66
8791026472627208070 0.67
8863084066665136005 0.67
8935141660703063940 0.68
9007199254740991875 0.67
9079256848778919810 0.67
9151314442816847745 0.67
9223372036854775680 0.68
