0 0.0
1 0.0
2 0.0
3 0.00546448087431694
4 0.0
5 0.0
6 0.0
7 0.006211180124223602
8 0.0
9 0.006711409395973154
10 0.006944444444444444
11 0.007246376811594203
12 0.015037593984962405
13 0.031496062992125984
14 0.040983606557377046
15 0.07758620689655173
16 0.11818181818181818
17 0.2
18 0.32323232323232326
19 0.5106382978723404
20 0.8295454545454546
21 1.3253012048192772
22 2.155844155844156
23 3.507042253521127
24 5.636363636363637
25 9.15
26 14.690909090909091
27 23.918367346938776
28 38.52272727272727
29 62.60526315789474
30 101.0625
31 163.74074074074073
32 264.9047619047619
33 428.6875
34 694.0
35 1122.8
