0 0.0
100000 48.333333333333336
200000 89.66666666666667
300000 137.33333333333334
400000 178.33333333333334
500000 223.66666666666666
600000 276.3333333333333
700000 332.3333333333333
800000 357.6666666666667
900000 424.0
1000000 445.6666666666667
1100000 533.6666666666666
1200000 555.0
1300000 576.3333333333334
1400000 668.5
1500000 670.0
1600000 716.5
1700000 718.0
1800000 851.5
1900000 863.5
2000000 894.5
2100000 884.0
2200000 1069.0
2300000 1139.5
2400000 1104.0
2500000 1051.0
2600000 1148.0
2700000 1237.0
2800000 1330.0
2900000 1319.0
3000000 1341.0
3100000 1313.0
3200000 1435.0
3300000 1516.0
3400000 1436.0
3500000 1564.0
3600000 1690.0
3700000 2222.0
3800000 1751.0
3900000 1972.0
4000000 1863.0
